cycle,Horizontal_acceleration,Vertical_acceleration,id,label
370,0.029,0.082,6,0
371,0.057,0.156,6,0
372,0.632,0.569,6,0
373,0.235,0.137,6,0
374,0.097,0.461,6,0
375,0.656,0.66,6,0
376,0.344,0.091,6,0
377,0.347,0.373,6,0
378,0.613,0.479,6,0
379,0.084,0.142,6,0
380,0.195,0.059,6,0
381,0.701,0.645,6,0
382,0.074,0.455,6,0
383,0.262,0.301,6,0
384,0.015,0.359,6,0
385,0.531,0.525,6,0
386,0.604,0.579,6,0
387,0.282,0.152,6,0
388,0.146,0.193,6,0
389,0.303,0.003,6,0
390,0.255,0.025,6,0
391,0.056,0.178,6,0
392,0.208,0.178,6,0
393,0.23,0.175,6,0
394,0.294,0.24,6,0
395,0.335,0.211,6,0
396,0.044,0.143,6,0
397,0.236,0.567,6,0
398,0.078,0.261,6,0
399,0.092,0.792,6,0
400,0.187,0.362,6,0
401,0.417,0.003,6,0
402,0.024,0.084,6,0
403,0.198,0.216,6,0
404,0.165,0.198,6,0
405,0.193,0.318,6,0
406,0.433,0.009,6,0
407,0.11,0.399,6,0
408,0.412,0.28,6,0
409,0.284,0.076,6,0
410,0.106,0.433,6,0
411,0.394,0.6,6,0
412,0.042,0.08,6,0
413,0.03,0.538,6,0
414,0.207,0.192,6,0
415,0.084,0.272,6,0
416,0.253,0.011,6,0
417,0.037,0.599,6,0
418,0.263,0.414,6,0
419,0.026,0.168,6,0
420,0.568,0.411,6,0
421,0.071,0.55,6,0
422,0.132,0.194,6,0
423,0.578,0.653,6,0
424,0.083,0.636,6,0
425,0.393,0.558,6,0
426,0.337,0.528,6,0
427,0.122,0.068,6,0
428,0.399,0.422,6,0
429,0.333,0.162,6,0
430,0.216,0.261,6,0
431,0.045,0.067,6,0
432,0.065,1.265,6,0
433,0.269,0.109,6,0
434,0.136,0.604,6,0
435,0.115,0.002,6,0
436,0.113,0.161,6,0
437,0.052,0.304,6,0
438,0.31,0.621,6,0
439,0.195,0.042,6,0
440,0.139,0.372,6,0
441,0.639,0.782,6,0
442,0.12,0.041,6,0
443,0.223,0.588,6,0
444,0.329,0.018,6,0
445,0.13,0.519,6,0
446,0.206,0.451,6,0
447,0.065,0.06,6,0
448,0.394,0.119,6,0
449,0.245,0.688,6,0
450,0.154,0.291,6,0
451,0.605,0.805,6,0
452,0.32,0.089,6,0
453,0.207,0.304,6,0
454,0.658,0.038,6,0
455,0.212,0.033,6,0
456,0.12,0.013,6,0
457,0.14,0.247,6,0
458,0.623,0.066,6,0
459,0.018,0.542,6,0
460,0.459,0.313,6,0
461,0.322,0.246,6,0
462,0.136,0.483,6,0
463,0.177,0.787,6,0
464,0.025,0.469,6,0
465,0.371,0.227,6,0
466,0.218,0.621,6,0
467,0.271,0.1,6,0
468,0.529,0.794,6,0
469,0.504,1.017,6,0
470,0.232,0.136,6,0
471,0,0.328,6,0
472,0.103,0.065,6,0
473,0.176,0.312,6,0
474,0.001,0.075,6,0
475,0.395,0.117,6,0
476,0.219,0.033,6,0
477,0.109,0.042,6,0
478,0.257,0.358,6,0
479,0.248,0.143,6,0
480,0.042,0.109,6,0
481,0.29,0.117,6,0
482,0.352,0.459,6,0
483,0.045,0.054,6,0
484,0.271,0.354,6,0
485,0.244,0.77,6,0
486,0.005,0.359,6,0
487,0.383,0.062,6,0
488,0.152,0.772,6,0
489,0.007,0.277,6,0
490,0.036,0.096,6,0
491,0.254,0.519,6,0
492,0.03,0.069,6,0
493,0.137,0.232,6,0
494,0.233,0.092,6,0
495,0.017,0.468,6,0
496,0.026,0.918,6,0
497,0.288,0.515,6,0
498,0.118,0.006,6,0
499,0.311,0.31,6,0
500,0.621,0.668,6,0
501,0.068,0.556,6,0
502,0.287,0.018,6,0
503,0.19,0.12,6,0
504,0.296,0.152,6,0
505,0.167,0.145,6,0
506,0.208,0.322,6,0
507,0.026,0.648,6,0
508,0.02,0.246,6,0
509,0.272,0.773,6,0
510,0.194,0.323,6,0
511,0.246,0.001,6,0
512,0.078,0.219,6,0
513,0.088,0.497,6,0
514,0.112,0.168,6,0
515,0.404,0.106,6,0
516,0.214,0.211,6,0
517,0.155,0.517,6,0
518,0.269,0.472,6,0
519,0.039,0.568,6,0
520,0.454,0.117,6,0
521,0.027,0.842,6,0
522,0.058,0.325,6,0
523,0.427,0.319,6,0
524,0.091,0.102,6,0
525,0.215,0.242,6,0
526,0.174,0.408,6,0
527,0.174,0.07,6,0
528,0.208,0.248,6,0
529,0.193,0.186,6,0
530,0.456,0.167,6,0
531,0.413,0.159,6,0
532,0.149,0.553,6,0
533,0.173,0.095,6,0
534,0.228,0.14,6,0
535,0.153,0.644,6,0
536,0.137,0.005,6,0
537,0.188,0.141,6,0
538,0.026,0.345,6,0
539,0.038,0.028,6,0
540,0.179,0.641,6,0
541,0.331,0.291,6,0
542,0.259,0.937,6,0
543,0.241,0.171,6,0
544,0.086,0.148,6,0
545,0.773,0.253,6,0
546,0.337,0.044,6,0
547,0.163,0.224,6,0
548,1.003,0.249,6,0
549,0.703,0.422,6,0
550,0.166,0.701,6,0
551,0.668,0.249,6,0
552,0.404,0.956,6,0
553,0.312,0.478,6,0
554,0.502,0.49,6,0
555,0.095,0.569,6,0
556,0.209,0.346,6,0
557,0.522,0.149,6,0
558,0.501,0.249,6,0
559,0.165,0.282,6,0
560,0.4,0.411,6,0
561,0.44,0.222,6,0
562,0.468,0.072,6,0
563,0.898,0.195,6,0
564,0.317,0.446,6,0
565,0.195,0.32,6,0
566,0.65,0.974,6,0
567,0.326,0.347,6,0
568,0.412,0.207,6,0
569,0.173,0.466,6,0
570,0.302,0.066,6,0
571,0.524,0.392,6,0
572,0.348,0.008,6,0
573,0.036,0.156,6,0
574,0.114,0.604,6,0
575,0.08,0.252,6,0
576,0.162,0.028,6,0
577,0.042,0.438,6,0
578,0.134,0.397,6,0
579,0.107,0.479,6,0
580,0.148,0.294,6,0
581,0.208,0.402,6,0
582,0.091,0.015,6,0
583,0.328,0.341,6,0
584,0.195,0.188,6,0
585,0.298,0.061,6,0
586,0.23,0.458,6,0
587,0.154,0.107,6,0
588,0.032,0.149,6,0
589,0.006,0.539,6,0
590,0.144,0.392,6,0
591,0.186,0.033,6,0
592,0.026,0.616,6,0
593,0.107,0.001,6,0
594,0.161,0.493,6,0
595,0.152,0.04,6,0
596,0.102,0.343,6,0
597,0.048,0.356,6,0
598,0.019,0.18,6,0
599,0.237,0.512,6,0
600,0.648,0.222,6,0
601,0.243,0.196,6,0
602,0.175,0.883,6,0
603,0.103,0.645,6,0
604,0.246,0.411,6,0
605,0.703,0.255,6,0
606,0.279,0.144,6,0
607,0.14,0.045,6,0
608,0.433,0.007,6,0
609,0.301,0.845,6,0
610,0.057,0.307,6,0
611,0.06,0.217,6,0
612,0.372,0.317,6,0
613,0.003,0.143,6,0
614,0.546,0.385,6,0
615,0.052,0.057,6,0
616,0.322,0.548,6,0
617,0.083,0.339,6,0
618,0.25,0.263,6,0
619,0.702,0.441,6,0
620,0.106,0.235,6,0
621,0.223,0.226,6,0
622,0.485,0.483,6,0
623,0.096,0.316,6,0
624,0.13,0.119,6,0
625,0.352,0.139,6,0
626,0.352,0.379,6,0
627,0.113,0.355,6,0
628,0.28,0.127,6,0
629,0.026,0.261,6,0
630,0.164,0.475,6,0
631,0.22,0.497,6,0
632,0.387,0.152,6,0
633,0.52,0.468,6,0
634,0.196,0.352,6,0
635,0.019,0.242,6,0
636,0.309,0.108,6,0
637,0.173,0.268,6,0
638,0.131,0.64,6,0
639,0.113,0.103,6,0
640,0.03,0.232,6,0
641,0.321,1.035,6,0
642,0.284,0.129,6,0
643,0.305,0.732,6,0
644,0.109,0.197,6,0
645,0.448,0.275,6,0
646,0.068,0.244,6,0
647,0.158,0.322,6,0
648,0.024,0.273,6,0
649,0.374,1.042,6,0
650,0.52,0.304,6,0
651,0.158,0.025,6,0
652,0.751,0.193,6,0
653,0.19,0.002,6,0
654,0.19,0.455,6,0
655,0.39,0.544,6,0
656,0.467,1.024,6,0
657,0.083,0.061,6,0
658,0.404,0.687,6,0
659,0.119,0.725,6,0
660,0.106,0.253,6,0
661,0.048,0.615,6,0
662,0.616,0.09,6,0
663,0.075,0.355,6,0
664,0.28,0.183,6,0
665,0.302,0.868,6,0
666,0.103,0.057,6,0
667,0.069,0.552,6,0
668,0.173,0.327,6,0
669,0.036,0.064,6,0
670,0.228,0.394,6,0
671,0.11,0.185,6,0
672,0.02,0.094,6,0
673,0.082,0.038,6,0
674,0.04,0.451,6,0
675,0.111,0.016,6,0
676,0.518,0.097,6,0
677,0.192,0.527,6,0
678,0.009,0.302,6,0
679,0.295,0.101,6,0
680,0.16,0.258,6,0
681,0.146,0.104,6,0
682,0.064,0.342,6,0
683,0.437,0.201,6,0
684,0.134,0.236,6,0
685,0.266,0.632,6,0
686,0.187,0.161,6,0
687,0.168,0.547,6,0
688,0.289,0.03,6,0
689,0.269,0.285,6,0
690,0.138,0.212,6,0
691,0.398,0.181,6,0
692,0.588,0.033,6,0
693,0.398,0.373,6,0
694,0.137,0.083,6,0
695,0.466,0.147,6,0
696,0.495,0.288,6,0
697,0.121,0.186,6,0
698,0.254,0.262,6,0
699,0.173,1.058,6,0
700,0.157,0.487,6,0
701,0.173,0.416,6,0
702,0.077,0.15,6,0
703,0.429,0.241,6,0
704,0.107,0.906,6,0
705,0.009,0.053,6,0
706,0,0.129,6,0
707,0.421,0.53,6,0
708,0.153,0.767,6,0
709,0.145,0.105,6,0
710,0.445,0.648,6,0
711,0.321,0.498,6,0
712,0.181,0.26,6,0
713,0.099,0.374,6,0
714,0.517,0.026,6,0
715,0.043,0.207,6,0
716,0.878,0.584,6,0
717,0.837,0.552,6,0
718,0.533,0.097,6,0
719,0.455,0.037,6,0
720,0.89,0.284,6,0
721,0.087,0.875,6,0
722,0.973,0.189,6,0
723,0.337,0.344,6,0
724,0.302,0.217,6,0
725,0.17,0.349,6,0
726,0.053,0.008,6,0
727,0.021,0.336,6,0
728,0.03,0.179,6,0
729,0.093,0.653,6,0
730,0.055,0.039,6,0
731,0.136,0.153,6,0
732,0.176,0.117,6,0
733,0.145,0.274,6,0
734,0.071,0.541,6,0
735,0.229,0.049,6,0
736,0.305,0.367,6,0
737,0.113,0.049,6,0
738,0.152,0.383,6,0
739,0.341,0.25,6,0
740,0.284,0.308,6,0
741,0.293,0.021,6,0
742,0.056,0.155,6,0
743,0.09,0.552,6,0
744,0.065,0.22,6,0
745,0.032,0.088,6,0
746,0.017,0.11,6,0
747,0.176,0.31,6,0
748,0.3,0.187,6,0
749,0.253,0.133,6,0
750,0.095,0.037,6,0
751,0.399,0.329,6,0
752,0.235,0.05,6,0
753,0.238,0.21,6,0
754,0.405,0.464,6,0
755,0.08,0.362,6,0
756,0.426,0.544,6,0
757,0.769,0.343,6,0
758,0.184,0.025,6,0
759,0.095,0.209,6,0
760,0.443,0.191,6,0
761,0.06,0.919,6,0
762,0.216,0.346,6,0
763,0.79,0.267,6,0
764,0.414,0.271,6,0
765,0.159,0.564,6,0
766,0.428,0.044,6,0
767,0.238,0.142,6,0
768,0.364,0.948,6,0
769,0.245,0.285,6,0
770,0.072,0.617,6,0
771,0.15,0.734,6,0
772,0.654,0.051,6,0
773,0.325,0.238,6,0
774,0.015,0.012,6,0
775,0.765,0.256,6,0
776,0.208,0.538,6,0
777,0.009,0.411,6,0
778,0.106,0.187,6,0
779,0.098,0.117,6,0
780,0.211,0.16,6,0
781,0.072,0.562,6,0
782,0.056,0.314,6,0
783,0.561,0.077,6,0
784,0.177,0.042,6,0
785,0.214,0.174,6,0
786,0.114,0.253,6,0
787,0.194,0.398,6,0
788,0.506,0.858,6,0
789,0.258,0.608,6,0
790,0.415,0.134,6,0
791,0.17,0.163,6,0
792,0.052,0.208,6,0
793,0.514,0.075,6,0
794,0.129,0.011,6,0
795,0.124,0.289,6,0
796,0.413,0.573,6,0
797,0.132,1.205,6,0
798,0.161,0.315,6,0
799,0.571,0.071,6,0
800,0.104,0.32,6,0
801,0.181,0.051,6,0
802,0.291,0.7,6,0
803,0.103,0.361,6,0
804,0.013,0.158,6,0
805,0.455,0.351,6,0
806,0.133,0.44,6,0
807,0.082,0.222,6,0
808,0.354,0.652,6,0
809,0.05,0.444,6,0
810,0.019,0.719,6,0
811,0.109,0.489,6,0
812,0.324,0.246,6,0
813,0.008,0.332,6,0
814,0.567,0.29,6,0
815,0.062,0.249,6,0
816,0.331,0.032,6,0
817,0.259,0.565,6,0
818,0.194,0.208,6,0
819,0.138,0.204,6,0
820,0.125,0.379,6,0
821,0.081,0.123,6,0
822,0.043,0.132,6,0
823,0.386,0.883,6,0
824,0.304,0.068,6,0
825,0.426,0.856,6,0
826,0.232,0.282,6,0
827,0.354,0.718,6,0
828,0.256,0.568,6,0
829,0.155,0.493,6,0
830,0.417,1.258,6,0
831,0.076,0.947,6,0
832,0.261,0.578,6,0
833,0.085,0.367,6,0
834,0.046,0.319,6,0
835,0.198,0.034,6,0
836,0.332,0.478,6,0
837,0.075,0.194,6,0
838,0.236,0.143,6,0
839,0.084,0.008,6,0
840,0.016,0.078,6,0
841,0.54,0.539,6,0
842,0.381,0.768,6,0
843,0.245,0.011,6,0
844,0.398,0.57,6,0
845,0.056,0.508,6,0
846,0.459,0.105,6,0
847,0.376,0.059,6,0
848,0.097,0.184,6,0
849,0.291,0.335,6,0
850,0.008,0.042,6,0
851,0.071,0.186,6,0
852,0.297,0.12,6,0
853,0.211,0.038,6,0
854,0.186,0.396,6,0
855,0.096,0.248,6,0
856,0.013,0.166,6,0
857,0.195,0.811,6,0
858,0.329,0.74,6,0
859,0.223,0.327,6,0
860,0.064,0.276,6,0
861,0.277,0.118,6,0
862,0.093,0.054,6,0
863,0.162,0.165,6,0
864,0.032,0.274,6,0
865,0.177,0.302,6,0
866,0.117,0.26,6,0
867,0.096,0.007,6,0
868,0.602,0.379,6,0
869,0.146,0.235,6,0
870,0.04,0.548,6,0
871,0.24,0.173,6,0
872,0.318,0.159,6,0
873,0.2,0.113,6,0
874,0.3,0.065,6,0
875,0.325,0.079,6,0
876,0.145,0.694,6,0
877,0.199,0.273,6,0
878,0.059,0.497,6,0
879,0.125,0.171,6,0
880,0.373,0.09,6,0
881,0.395,0.629,6,0
882,0.048,0.251,6,0
883,0.156,0.023,6,0
884,0.011,1.04,6,0
885,0.17,0.693,6,0
886,0.886,0.098,6,0
887,0.405,0.352,6,0
888,0.361,0.14,6,0
889,1.311,0.061,6,0
890,0.936,0.949,6,0
891,0.45,1.256,6,0
892,0.705,0.887,6,0
893,0.907,0.335,6,0
894,0.186,0.475,6,0
895,0.267,0.043,6,0
896,0.322,0.569,6,0
897,0.191,0.481,6,0
898,0.326,0.112,6,0
899,0.062,0.032,6,0
900,0.01,0.288,6,0
901,0.002,0.123,6,0
902,0.303,0.171,6,0
903,0.127,0.061,6,0
904,0.024,0.061,6,0
905,0.11,0.352,6,0
906,0.364,0.627,6,0
907,0.185,0.225,6,0
908,0.076,0.305,6,0
909,0.222,0.006,6,0
910,0.617,0.157,6,0
911,0.025,0.257,6,0
912,0.201,0.109,6,0
913,0.087,0.754,6,0
914,0.264,0.058,6,0
915,0.365,0.819,6,0
916,0.133,0.063,6,0
917,0.644,0.168,6,0
918,0.487,0.029,6,0
919,0.079,0.171,6,0
920,0.008,0.255,6,0
921,0.544,0.38,6,0
922,0.367,0.005,6,0
923,0.101,0.268,6,0
924,0.034,0.482,6,0
925,0.106,0.045,6,0
926,0.072,0.164,6,0
927,0.05,0.284,6,0
928,0.13,0.445,6,0
929,0.083,0.046,6,0
930,0.191,0.135,6,0
931,0.369,0.531,6,0
932,0.038,0.389,6,0
933,0.524,0.256,6,0
934,0.349,0.063,6,0
935,0.029,0.082,6,0
936,0.098,0.246,6,0
937,0.066,0.011,6,0
938,0.022,0.143,6,0
939,0.181,0.275,6,0
940,0.582,0.129,6,0
941,0.147,0.071,6,0
942,0.795,0.965,6,0
943,0.091,0.471,6,0
944,0.755,0.229,6,0
945,0.257,1.2,6,0
946,0.586,0.411,6,0
947,0.154,0.574,6,0
948,0.407,0.501,6,0
949,0.145,0.262,6,0
950,0.044,0.195,6,0
951,0.096,0.19,6,0
952,0.018,0.081,6,0
953,0.143,0.4,6,0
954,0.029,0.573,6,0
955,0.338,0.434,6,0
956,0.392,0.446,6,0
957,0.02,0.341,6,0
958,0.397,0.14,6,0
959,0.32,0.117,6,0
960,0.53,0.248,6,0
961,0.183,0.363,6,0
962,0.117,0.072,6,0
963,0.585,0.623,6,0
964,0.093,0.041,6,0
965,0.266,0.461,6,0
966,0.295,0.04,6,0
967,0.021,0.069,6,0
968,0.152,0.418,6,0
969,0.17,0.019,6,0
970,0.027,0.373,6,0
971,0.234,0.312,6,0
972,0.058,0.064,6,0
973,0.097,0.329,6,0
974,0.566,0.472,6,0
975,0.358,0.025,6,0
976,0.024,0.102,6,0
977,0.411,0.581,6,0
978,0.168,0.284,6,0
979,0.002,0.275,6,0
980,0.172,0.101,6,0
981,0.613,0.24,6,0
982,0.353,0.364,6,0
983,0.057,0.28,6,0
984,0.054,0.051,6,0
985,0.282,0.04,6,0
986,0.274,0.406,6,0
987,0.08,0.189,6,0
988,0.32,0.073,6,0
989,0.061,0.241,6,0
990,0.181,0.741,6,0
991,0.038,0.093,6,0
992,0.158,0.024,6,0
993,0.181,0.089,6,0
994,0.184,0.449,6,0
995,0.388,0.868,6,0
996,0.286,0.336,6,0
