cycle,Horizontal_acceleration,Vertical_acceleration,id,label
298,0.759,0.252,1,0
299,2.279,0.339,1,0
300,0.189,0.38,1,0
301,0.38,1.825,1,0
302,0.377,1.035,1,0
303,0.12,0.567,1,0
304,0.042,0.186,1,0
305,0.08,0.775,1,0
306,0.459,1.008,1,0
307,1.28,0.358,1,0
308,0.342,1.347,1,0
309,0.624,0.73,1,0
310,0.243,0.402,1,0
311,0.114,0.996,1,0
312,0.218,0.386,1,0
313,0.226,0.517,1,0
314,0.399,0.419,1,0
315,0.408,0.461,1,0
316,0.22,0.24,1,0
317,0.902,1.074,1,0
318,0.571,0.456,1,0
319,0.537,0.284,1,0
320,0.115,0.381,1,0
321,1.212,0.093,1,0
322,2.415,0.187,1,0
323,2.134,0.948,1,0
324,1.901,0.285,1,0
325,2.796,0.437,1,0
326,0.535,0.286,1,0
327,0.738,0.262,1,0
328,0.758,0.196,1,0
329,1.965,0.317,1,0
330,0.086,0.031,1,0
331,0.736,0.579,1,0
332,0.077,0.692,1,0
333,0.43,0.525,1,0
334,0.456,0.721,1,0
335,0.623,0.869,1,0
336,0.862,0.681,1,0
337,4.225,0.239,1,0
338,6.341,2.393,1,0
339,2.2,0.219,1,0
340,7.617,1.485,1,0
341,3.674,0.206,1,0
342,2.714,0.342,1,0
343,0.285,0.093,1,0
344,3.301,0.812,1,0
345,2.408,0.272,1,0
346,1.699,0.85,1,0
347,0.092,0.517,1,0
348,0.917,0.245,1,0
349,0.448,0.382,1,0
350,0.697,0.151,1,0
351,1.393,0.551,1,0
352,1.171,0.026,1,0
353,3.139,0.618,1,0
354,0.686,0.111,1,0
355,1.298,0.129,1,0
356,0.575,0.692,1,0
357,1.316,1.072,1,0
358,0.185,0.401,1,0
359,0.894,0.147,1,0
360,0.469,0.219,1,0
361,1.191,0.67,1,0
362,1.637,0.126,1,0
363,0.125,0.284,1,0
364,0.126,0.885,1,0
365,0.693,1.044,1,0
366,0.282,0.155,1,0
367,1.963,0.995,1,0
368,0.34,0.613,1,0
369,0.056,1.002,1,0
370,1.341,0.291,1,0
371,0.372,0.181,1,0
372,0.809,0.36,1,0
373,0.479,0.66,1,0
374,1.598,0.694,1,0
375,0.749,0.365,1,0
376,0.621,0.358,1,0
377,0.164,0.332,1,0
378,3.203,0.415,1,0
379,0.307,0.674,1,0
380,1.841,0.004,1,0
381,1.528,0.639,1,0
382,0.803,0.251,1,0
383,0.457,0.012,1,0
384,0.566,0.911,1,0
385,0.053,0.648,1,0
386,1.21,0.66,1,0
387,2.182,0.483,1,0
388,1.844,0.101,1,0
389,0.904,0.05,1,0
390,2.195,0.311,1,0
391,4.489,1.649,1,0
392,0.45,1.479,1,0
393,1.54,0.432,1,0
394,0.644,0.534,1,0
395,1.364,0.335,1,0
396,0.045,0.006,1,0
397,1.372,0.196,1,0
398,0.382,0.154,1,0
399,1.347,1.351,1,0
400,0.989,0.282,1,0
401,0.853,0.64,1,0
402,0.754,0.77,1,0
403,0.634,1.175,1,0
404,1.154,0.625,1,0
405,1.761,0.171,1,0
406,0.442,0.341,1,0
407,0.529,0.712,1,0
408,0.773,0.946,1,0
409,0.29,0.149,1,0
410,0.889,0.091,1,0
411,0.106,1.183,1,0
412,0.102,1.118,1,0
413,0.013,0.676,1,0
414,0.705,0.14,1,0
415,1.196,0.213,1,0
416,0.674,0.105,1,0
417,1.659,0.297,1,0
418,1.633,0.48,1,0
419,2.353,0.152,1,0
420,0.478,0.769,1,0
421,0.892,0.63,1,0
422,1.184,0.097,1,0
423,1.169,0.104,1,0
424,0.536,0.099,1,0
425,0.141,0.168,1,0
426,0.447,0.876,1,0
427,0.427,0.258,1,0
428,0.915,0.67,1,0
429,1.004,0.072,1,0
430,1.061,0.08,1,0
431,3.338,0.85,1,0
432,2.398,0.656,1,0
433,0.842,0.23,1,0
434,1.29,0.533,1,0
435,1.243,0.442,1,0
436,2.713,0.516,1,0
437,3.071,0.197,1,0
438,0.883,0.279,1,0
439,0.915,0.238,1,0
440,1.656,1.47,1,0
441,1.516,0.88,1,0
442,1.369,0.985,1,0
443,0.796,0.065,1,0
444,0.637,1.418,1,0
445,0.036,1.264,1,0
446,0.159,0.318,1,0
447,0.978,0.101,1,0
448,0.456,0.228,1,0
449,0.122,0.925,1,0
450,0.23,0.022,1,0
451,0.144,1.55,1,0
452,0.031,0.136,1,0
453,0.553,0.191,1,0
454,0.981,0.184,1,0
455,0.287,0.877,1,0
456,2.014,0.543,1,0
457,1.881,0.338,1,0
458,0.999,0.046,1,0
459,1.252,0.995,1,0
460,0.013,1.64,1,0
461,3.205,0.31,1,0
462,1.719,0.77,1,0
463,0.342,0.268,1,0
464,0.614,1.016,1,0
465,0.649,0.725,1,0
466,1.538,0.556,1,0
467,0.463,0.376,1,0
468,1.019,0.002,1,0
469,0.002,0.425,1,0
470,0.323,0.13,1,0
471,0.329,0.407,1,0
472,0.234,0.148,1,0
473,0.344,0.598,1,0
474,0.14,1.129,1,0
475,0.562,0.717,1,0
476,1.101,0.231,1,0
477,0.543,0.409,1,0
478,0.382,0.224,1,0
479,0.573,0.596,1,0
480,0.08,0.36,1,0
481,0.29,1.157,1,0
482,0.326,1.085,1,0
483,1.455,0.817,1,0
484,1.781,0.239,1,0
485,0.537,0.127,1,0
486,1.037,0.349,1,0
487,2.67,0.726,1,0
488,0.7,0.252,1,0
489,0.702,0.333,1,0
490,1.4,1.039,1,0
491,1.435,0.496,1,0
492,2.096,0.327,1,0
493,0.86,0.553,1,0
494,0.1,0.996,1,0
495,0.081,0.643,1,0
496,0.496,0.123,1,0
497,0.455,0.019,1,0
498,0.289,0.798,1,0
499,0.804,0.058,1,0
500,0.344,0.896,1,0
501,0.45,0.093,1,0
502,0.69,0.212,1,0
503,0.532,0.176,1,0
504,0.228,0.619,1,0
505,0.881,0.033,1,0
506,1.771,0.746,1,0
507,2.927,1.667,1,0
508,2.639,0.657,1,0
509,1.667,1.255,1,0
510,2.858,0.038,1,0
511,3.602,0.46,1,0
512,1.529,0.054,1,0
513,1.646,0.492,1,0
514,0.063,0.263,1,0
515,0.91,0.127,1,0
516,0.402,0.383,1,0
517,0.179,0.448,1,0
518,1.313,0.035,1,0
519,0.021,0.034,1,0
520,0.204,0.431,1,0
521,2.12,0.335,1,0
522,1.322,0.103,1,0
523,0.857,0.549,1,0
524,1.655,0.984,1,0
525,0.089,0.551,1,0
526,0.307,0.695,1,0
527,0.521,0.205,1,0
528,0.052,0.482,1,0
529,1.21,0.259,1,0
530,1.928,0.464,1,0
531,0.566,0.524,1,0
532,0.118,0.756,1,0
533,0.167,0.236,1,0
534,0.165,0.12,1,0
535,0.274,0,1,0
536,1.04,1.099,1,0
537,0.286,0.231,1,0
538,2.679,0.371,1,0
539,0.087,0.63,1,0
540,1.053,0.169,1,0
541,0.037,0.445,1,0
542,2.591,0.12,1,0
543,1.613,0.597,1,0
544,0.902,0.402,1,0
545,1.396,0.28,1,0
546,0.092,0.083,1,0
547,2.108,0.718,1,0
548,2.664,0.057,1,0
549,0.051,1.302,1,0
550,0.28,0.793,1,0
551,0.585,0.603,1,0
552,0.212,0.224,1,0
553,0.014,0.627,1,0
554,0.066,0.321,1,0
555,0.096,0.021,1,0
556,1.195,0.771,1,0
557,1.392,0.116,1,0
558,0.989,0.528,1,0
559,0.524,1.24,1,0
560,2.011,0.388,1,0
561,0.512,0.918,1,0
562,0.311,0.17,1,0
563,0.923,0.553,1,0
564,0.149,0.07,1,0
565,1.181,0.027,1,0
566,0.316,0.417,1,0
567,0.733,0.247,1,0
568,0.198,0.786,1,0
569,0.241,0.567,1,0
570,0.551,0.6,1,0
571,0.067,0.199,1,0
572,0.386,0.35,1,0
573,0.925,0.138,1,0
574,0.542,0.241,1,0
575,0.944,0.493,1,0
576,0.406,0.131,1,0
577,0.29,0.426,1,0
578,0.291,0.551,1,0
579,0.07,0.425,1,0
580,0.059,0.232,1,0
581,1.199,0.546,1,0
582,0.355,0.557,1,0
583,0.545,0.366,1,0
584,0.378,0.017,1,0
585,1.413,1.022,1,0
586,1.748,0.102,1,0
587,0.422,0.075,1,0
588,0.311,0.215,1,0
589,0.657,0.077,1,0
590,2.082,0.376,1,0
591,0.348,0.314,1,0
592,0.01,0.347,1,0
593,1.396,0.676,1,0
594,0.053,0.455,1,0
595,0.557,0.25,1,0
596,1.598,0.712,1,0
597,1.19,1.065,1,0
598,1.013,1.23,1,0
599,3.818,0.071,1,0
600,1.835,0.804,1,0
601,2.607,0.025,1,0
602,2.148,0.164,1,0
603,2.233,0.385,1,0
604,2.418,0.243,1,0
605,3.085,0.749,1,0
606,5.17,0.36,1,0
607,0.074,0.823,1,0
608,0.314,0.416,1,0
609,0.056,0.875,1,0
610,0.518,0.064,1,0
611,2.009,0.539,1,0
612,2.963,0.237,1,0
613,1.174,0.499,1,0
614,0.995,0.727,1,0
615,0.708,0.274,1,0
616,3.347,0.696,1,0
617,2.157,0.046,1,0
618,0.381,0.085,1,0
619,0.238,0.083,1,0
620,0.435,0.114,1,0
621,1.676,0.416,1,0
622,0.492,0.429,1,0
623,0.84,0.286,1,0
624,1.732,0.621,1,0
625,2.767,0.404,1,0
626,1.79,0.694,1,0
627,1.774,0.817,1,0
628,2.184,0.791,1,0
629,1.66,0.117,1,0
630,1.405,1.05,1,0
631,1.633,1.112,1,0
632,1.583,0.073,1,0
633,0.381,0.514,1,0
634,0.482,0.065,1,0
635,0.654,0.099,1,0
636,0.403,0.129,1,0
637,0.287,0.392,1,0
638,0.13,0.3,1,0
639,0.286,0.233,1,0
640,0.047,0.521,1,0
641,1.419,0.923,1,0
642,0.051,0.292,1,0
643,3.676,0.732,1,0
644,1.222,0.476,1,0
645,0.477,1.053,1,0
646,0.051,0.411,1,0
647,1.986,0.419,1,0
648,0.125,0.88,1,0
649,0.061,0.344,1,0
650,0.073,0.717,1,0
651,0.973,0.643,1,0
652,1.881,0.233,1,0
653,1.77,0.35,1,0
654,0.019,0.796,1,0
655,0.295,0.808,1,0
656,0.251,0.068,1,0
657,0.517,0.019,1,0
658,1.175,0.311,1,0
659,0.345,0.242,1,0
660,0.387,0.445,1,0
661,0.045,0.046,1,0
662,0.188,0.398,1,0
663,1.464,0.422,1,0
664,2.845,0.721,1,0
665,0.902,0.509,1,0
666,1.372,1.067,1,0
667,2.717,0.139,1,0
668,1.612,0.028,1,0
669,0.218,0.315,1,0
670,0.87,0.549,1,0
671,1.337,1.286,1,0
672,1.795,0.153,1,0
673,2.049,0.502,1,0
674,0.35,1.017,1,0
675,1.302,1.798,1,0
676,0.228,0.119,1,0
677,1.113,0.434,1,0
678,0.623,0.007,1,0
679,0.393,0.931,1,0
680,0.985,0.012,1,0
681,1.266,0.062,1,0
682,3.299,0.817,1,0
683,1.205,0.707,1,0
684,6.584,1.143,1,0
685,1.15,1.653,1,0
686,0.86,0.698,1,0
687,0.532,0.098,1,0
688,2.82,0.047,1,0
689,1.007,0.186,1,0
690,0.086,0.275,1,0
691,1.565,0.263,1,0
692,0.307,0.981,1,0
693,0.053,0.941,1,0
694,0.215,0.242,1,0
695,0.067,0.158,1,0
696,1.094,0.636,1,0
697,0.558,0.061,1,0
698,0.763,0.108,1,0
699,0.175,0.506,1,0
700,1.994,0.95,1,0
701,2.512,0.688,1,0
702,1.24,0.137,1,0
703,2.687,0.833,1,0
704,0.792,1.098,1,0
705,0.664,0.673,1,0
706,0.085,1.359,1,0
707,0.654,0.438,1,0
708,0.761,1.527,1,0
709,1.009,0.111,1,0
710,0.227,0.066,1,0
711,1.224,0.061,1,0
712,1.506,0.375,1,0
713,2.404,0.035,1,0
714,0.337,0.068,1,0
715,1.002,0.464,1,0
716,0.562,0.232,1,0
717,2.383,1.296,1,0
718,1.685,0.875,1,0
719,1.513,0.151,1,0
720,0.179,0.191,1,0
721,0.367,0.745,1,0
722,0.742,0.716,1,0
723,0.02,0.131,1,0
724,0.888,0.309,1,0
725,0.59,0.038,1,0
726,0.039,0.363,1,0
727,0.49,0.152,1,0
728,0.921,0.442,1,0
729,0.802,0.47,1,0
730,0.202,0.183,1,0
731,0.957,0.343,1,0
732,0.056,0.291,1,0
733,0.377,0.194,1,0
734,1.266,0.499,1,0
735,0.181,0.322,1,0
736,0.045,1.479,1,0
737,0.162,0.697,1,0
738,2.101,0.632,1,0
739,3.226,0.125,1,0
740,1.065,0.499,1,0
741,0.871,0.265,1,0
742,0.873,0.28,1,0
743,0.421,0.239,1,0
744,0.716,0.949,1,0
745,0.345,0.021,1,0
746,0.236,0.923,1,0
747,0.13,0.033,1,0
748,0.863,0.556,1,0
749,2.311,0.452,1,0
750,1.324,0.901,1,0
751,0.078,0.354,1,0
752,0.717,0.972,1,0
753,0.138,0.43,1,0
754,0.307,0.788,1,0
755,0.156,0.505,1,0
756,0.476,0.045,1,0
757,0.537,0.173,1,0
758,2.296,0.5,1,0
759,1.553,0.382,1,0
760,1.941,0.664,1,0
761,1.928,0.734,1,0
762,0.639,0.304,1,0
763,0.571,0.452,1,0
764,0.211,0.022,1,0
765,0.411,0.278,1,0
766,0.411,0.165,1,0
767,0.977,0.226,1,0
768,0.234,0.286,1,0
769,0.63,0.103,1,0
770,0.128,0.162,1,0
771,0.509,0.453,1,0
772,0.277,0.353,1,0
773,1.743,0.288,1,0
774,0.363,0.444,1,0
775,0.173,0.82,1,0
776,1.115,1.201,1,0
777,0.568,0.285,1,0
778,0.403,0.393,1,0
779,1.468,0.034,1,0
780,0.937,0.49,1,0
781,1.847,0.969,1,0
782,4.775,0.264,1,0
783,2.121,0.62,1,0
784,1.679,1.826,1,0
785,4.105,0.023,1,0
786,1.503,1.231,1,0
787,0.191,1.484,1,0
788,0.004,0.601,1,0
789,0.626,0.666,1,0
790,1.303,0.347,1,0
791,2.082,1.972,1,0
792,0.933,0.031,1,0
793,1.886,0.479,1,0
794,4.225,2.058,1,0
795,3.612,0.25,1,0
796,1.754,0.184,1,0
797,2.157,2.187,1,0
798,0.302,0.829,1,0
799,1.43,0.03,1,0
800,1.16,0.648,1,0
801,0.077,0.887,1,0
802,0.084,0.259,1,0
803,0.082,0.249,1,0
804,0.696,0.312,1,0
805,0.371,0.003,1,0
806,0.95,0.281,1,0
807,0.524,0.312,1,0
808,0.742,0.015,1,0
809,0.469,0.411,1,0
810,1.738,0.63,1,0
811,1.239,0.267,1,0
812,0.027,0.473,1,0
813,1.737,0.808,1,0
814,0.335,0.12,1,0
815,0.005,0.86,1,0
816,0.514,0.268,1,0
817,0.377,0.736,1,0
818,0.184,0.081,1,0
819,0.711,0.678,1,0
820,1.512,0.123,1,0
821,0.502,0.261,1,0
822,1.797,2.204,1,0
823,1.696,0.307,1,0
824,1.459,0.402,1,0
825,0.214,0.741,1,0
826,1.121,0.791,1,0
827,0.516,0.389,1,0
828,0.138,0.028,1,0
829,1.141,0.59,1,0
830,0.923,0.912,1,0
831,1.765,0.044,1,0
832,2.696,0.281,1,0
833,0.58,0.008,1,0
834,1.547,0.344,1,0
835,3.837,0.369,1,0
836,1.403,0.288,1,0
837,2.222,0.643,1,0
838,1.312,1.224,1,0
839,0.05,0.058,1,0
840,2.161,0.23,1,0
841,1.689,0.241,1,0
842,0.723,0.045,1,0
843,0.733,0.001,1,0
844,1.86,0.281,1,0
845,0.798,0.052,1,0
846,1.152,0.533,1,0
847,0.859,0.946,1,0
848,0.427,0.609,1,0
849,0.395,1.711,1,0
850,0.777,0.138,1,0
851,1.824,0.253,1,0
852,4.216,0.602,1,0
853,0.116,1.467,1,0
854,5.709,0.798,1,0
855,3.419,0.012,1,0
856,2.242,0.582,1,0
857,2.306,1.049,1,0
858,0.037,0.51,1,0
859,1.286,0.07,1,0
860,0.367,0.469,1,0
861,1.14,0.437,1,0
862,0.82,0.419,1,0
863,0.039,0.32,1,0
864,1.726,0.727,1,0
865,1.47,0.477,1,0
866,0.357,0.209,1,0
867,1.422,0.449,1,0
868,0.171,0.291,1,0
869,0.156,0.341,1,0
870,0.922,0.143,1,0
871,0.75,0.106,1,0
872,1.361,0.085,1,0
873,0.344,0.362,1,0
874,0.49,0.695,1,0
875,1.201,0.013,1,0
876,1.339,0.064,1,0
877,1.128,0.364,1,0
878,0.948,0.449,1,0
879,0.581,0.146,1,0
880,0.928,0.199,1,0
881,1.499,0.26,1,0
882,0.792,1.18,1,0
883,1.625,1.407,1,0
884,0.586,0.307,1,0
885,3.577,0.55,1,0
886,0.341,0.082,1,0
887,0.651,0.19,1,0
888,0.394,0.213,1,0
889,1.067,0.126,1,0
890,0.095,0.483,1,0
891,0.013,0.64,1,0
892,0.056,0.639,1,0
893,0.244,0.288,1,0
894,0.625,0.812,1,0
895,0.093,1.691,1,0
896,0.97,0.979,1,0
897,1.628,0.748,1,0
898,0.844,0.262,1,0
899,0.854,0.093,1,0
900,0.717,0.13,1,0
901,0.709,0.773,1,0
902,0.423,0.069,1,0
903,0.059,1.212,1,0
904,0.285,0.154,1,0
905,0.006,0.207,1,0
906,0.568,0.48,1,0
907,1.427,0.616,1,0
908,1.351,0.004,1,0
909,1.734,0.322,1,0
910,1.351,0.28,1,0
911,2.575,0.123,1,0
912,0.505,0.059,1,0
913,0.834,0.733,1,0
914,0.679,0.758,1,0
915,0.419,0.362,1,0
916,0.721,0.438,1,0
917,0.892,0.012,1,0
918,2.93,0.25,1,0
919,0.524,0.424,1,0
920,2.303,0.021,1,0
921,1.592,0.163,1,0
922,0.235,0.968,1,0
923,1.817,0.318,1,0
924,0.51,0.902,1,0
925,0.534,0.844,1,0
926,1.356,0.686,1,0
927,0.902,0.077,1,0
928,0.663,0.291,1,0
929,2.131,0.497,1,0
930,1.771,0.396,1,0
931,2.528,1.026,1,0
932,0.746,0.077,1,0
933,0.91,0.098,1,0
934,0.047,0.303,1,0
935,0.667,0.632,1,0
936,1.079,0.38,1,0
937,1.345,0.051,1,0
938,0.424,0.179,1,0
939,0.59,1.004,1,0
940,0.152,0.899,1,0
941,0.443,0.377,1,0
942,1.416,0.367,1,0
943,1.987,0.142,1,0
944,0.074,0,1,0
945,0.133,0.46,1,0
946,0.52,0.178,1,0
947,0.202,1.12,1,0
948,1.308,0.45,1,0
949,1.635,0.109,1,0
950,3.178,0.457,1,0
951,1.847,0.05,1,0
952,1.177,0.459,1,0
953,2.377,0.931,1,0
954,2.772,0.23,1,0
955,0.14,0.641,1,0
956,1.242,0.181,1,0
957,0.862,0.587,1,0
958,2.372,0.075,1,0
959,1.358,0.411,1,0
960,0.326,0.426,1,0
961,0.595,1.006,1,0
962,1.586,0.146,1,0
963,3.09,0.957,1,0
964,1.852,0.418,1,0
965,1.858,1.548,1,0
966,2.16,1.186,1,0
967,2.443,0.784,1,0
968,0.905,0.592,1,0
969,0.251,0.286,1,0
970,0.216,0.47,1,0
971,1.03,0.338,1,0
972,0.91,0.153,1,0
973,0.919,0.082,1,0
974,0.895,0.46,1,0
975,0.511,0.333,1,0
976,0.131,0.837,1,0
977,0.094,0.621,1,0
978,0.499,0.437,1,0
979,0.007,0.479,1,0
980,1.949,0.062,1,0
981,1.933,0.211,1,0
982,1.33,0.366,1,0
983,0.457,0.164,1,0
984,0.876,0.586,1,0
985,1.602,0.113,1,0
986,0.241,0.016,1,0
987,0.153,0.716,1,0
988,0.474,0.488,1,0
989,0.947,0.601,1,0
990,1.03,0.813,1,0
991,1.641,0.108,1,0
992,1.196,0.16,1,0
993,0.366,1.519,1,0
994,0.035,0.268,1,0
995,0.695,0.646,1,0
996,0.036,0.073,1,0
