cycle,Horizontal_acceleration,Vertical_acceleration,id,label
659,0.012,0.112,5,0
660,0.721,0.141,5,0
661,0.111,0.185,5,0
662,0.499,0.77,5,0
663,0.034,0.18,5,0
664,0.508,0.922,5,0
665,0.041,0.207,5,0
666,0.578,0.878,5,0
667,0.222,0.145,5,0
668,0.469,0.359,5,0
669,0.314,0.098,5,0
670,0.112,0.238,5,0
671,0.091,0.001,5,0
672,0.236,0.734,5,0
673,0.343,0.026,5,0
674,0.419,0.263,5,0
675,0.106,0.079,5,0
676,0.561,0.358,5,0
677,0.454,0.074,5,0
678,0.023,0.049,5,0
679,0.342,0.03,5,0
680,0.806,0.402,5,0
681,0.406,0.179,5,0
682,0.116,0.588,5,0
683,0.219,0.283,5,0
684,0.575,0.307,5,0
685,1.135,0.243,5,0
686,0.182,0.037,5,0
687,0.096,0.454,5,0
688,0.97,1.683,5,0
689,0.866,0.006,5,0
690,0.66,0.252,5,0
691,0.026,0.009,5,0
692,0.314,0.457,5,0
693,0.069,0.256,5,0
694,0.126,0.329,5,0
695,0.161,0.109,5,0
696,0.277,0.266,5,0
697,0.61,0.434,5,0
698,0.02,0.479,5,0
699,0.358,0.009,5,0
700,0.186,0.058,5,0
701,0.469,0.163,5,0
702,0.235,0.376,5,0
703,1.128,0.356,5,0
704,0.73,0.073,5,0
705,0.507,0.545,5,0
706,0.035,0.41,5,0
707,0.716,0.231,5,0
708,0.003,1.259,5,0
709,0.209,0.024,5,0
710,0.054,1.253,5,0
711,0.534,0.298,5,0
712,0.815,0.382,5,0
713,0.043,0.81,5,0
714,0.204,0.875,5,0
715,0.216,0.616,5,0
716,0.111,0.128,5,0
717,0.145,0.076,5,0
718,0.061,0.482,5,0
719,0.108,0.243,5,0
720,0.929,0.027,5,0
721,0.405,0.084,5,0
722,0.154,0.262,5,0
723,0.363,0.062,5,0
724,0.151,0.12,5,0
725,0.348,0.151,5,0
726,0.662,0.027,5,0
727,0.623,0.32,5,0
728,0.27,0.11,5,0
729,0.137,0.076,5,0
730,0.874,0.598,5,0
731,0.092,0.108,5,0
732,0.109,0.193,5,0
733,0.162,0.926,5,0
734,0.101,0.103,5,0
735,0.039,0.754,5,0
736,0.388,0.307,5,0
737,0.558,0.578,5,0
738,0.092,0.015,5,0
739,0.013,0.002,5,0
740,0.139,0.082,5,0
741,0.188,0.654,5,0
742,0.505,0.072,5,0
743,0.75,0.596,5,0
744,0.229,0.62,5,0
745,0.221,0.153,5,0
746,0.083,0.473,5,0
747,0.188,0.234,5,0
748,0.151,0.482,5,0
749,0.014,0.057,5,0
750,0.003,0.678,5,0
751,0.745,0.381,5,0
752,0.158,0.238,5,0
753,0.001,0.504,5,0
754,0.344,0.454,5,0
755,0.516,0.708,5,0
756,0.199,0.112,5,0
757,0.203,0.73,5,0
758,0.174,0.177,5,0
759,0.243,0.334,5,0
760,0.086,0.353,5,0
761,0.515,0.477,5,0
762,0.366,0.089,5,0
763,0.164,0.046,5,0
764,0.081,0.208,5,0
765,0.097,0.656,5,0
766,0.104,0.438,5,0
767,0.004,1.372,5,0
768,0.617,0.222,5,0
769,0.437,0.31,5,0
770,1.114,0.051,5,0
771,0.219,0.182,5,0
772,0.057,0.622,5,0
773,0.084,0.229,5,0
774,0.529,0.919,5,0
775,0.059,0.478,5,0
776,0.36,2.405,5,0
777,0.378,1.017,5,0
778,0.239,0.765,5,0
779,0.301,0.504,5,0
780,0.304,0.275,5,0
781,0.121,0.44,5,0
782,0.205,0.281,5,0
783,0.154,0.639,5,0
784,0.124,1.253,5,0
785,0.172,0.285,5,0
786,0.144,0.409,5,0
787,0.945,1.001,5,0
788,0.334,0.142,5,0
789,0.062,0.25,5,0
790,1.031,0.083,5,0
791,0.292,0.156,5,0
792,0.468,0.199,5,0
793,0.142,0.038,5,0
794,0.041,0.256,5,0
795,0.245,0.038,5,0
796,0.395,0.095,5,0
797,0.251,0.164,5,0
798,0.556,1.163,5,0
799,0.353,0.325,5,0
800,0.125,0.561,5,0
801,0.293,0.638,5,0
802,0.16,0.343,5,0
803,0.278,0.802,5,0
804,0.373,0.204,5,0
805,0.194,0.212,5,0
806,0.702,0.244,5,0
807,0.114,0.631,5,0
808,0.003,0.029,5,0
809,0.235,0.16,5,0
810,0.603,0.649,5,0
811,0.44,0.901,5,0
812,0.513,0.378,5,0
813,0.125,0.473,5,0
814,0.349,1.057,5,0
815,0.419,0.281,5,0
816,0.129,0.153,5,0
817,0.106,0.114,5,0
818,0.151,0.207,5,0
819,0.295,0.041,5,0
820,0.047,0.267,5,0
821,0.104,0.169,5,0
822,0.323,0.213,5,0
823,0.079,0.39,5,0
824,0.403,0.382,5,0
825,0.006,0.602,5,0
826,0.395,0.236,5,0
827,0.086,0.465,5,0
828,0.051,0.506,5,0
829,0.506,0.976,5,0
830,0.869,0.294,5,0
831,0.539,0.184,5,0
832,0.73,0.222,5,0
833,0.618,0.444,5,0
834,0.008,0.827,5,0
835,0.149,0.181,5,0
836,0.078,0.163,5,0
837,0.464,0.242,5,0
838,0.563,0.704,5,0
839,0.465,0.097,5,0
840,0.147,0.291,5,0
841,0.184,0.159,5,0
842,0.136,0.73,5,0
843,0.381,0.05,5,0
844,0.022,0.108,5,0
845,0.327,0.215,5,0
846,0.248,0.004,5,0
847,0.324,1.498,5,0
848,0.025,0.413,5,0
849,0.379,0.31,5,0
850,0.668,1.192,5,0
851,0.607,0.698,5,0
852,0.248,0.008,5,0
853,0.125,0.066,5,0
854,0.081,0.293,5,0
855,0.131,0.881,5,0
856,0.211,0.052,5,0
857,0.209,0.659,5,0
858,1.15,0.806,5,0
859,0.625,1.152,5,0
860,0.24,0.657,5,0
861,0.212,1.425,5,0
862,0.058,0.538,5,0
863,0.337,0.37,5,0
864,0.334,0.288,5,0
865,0.202,0.465,5,0
866,0.617,0.114,5,0
867,1.146,0.107,5,0
868,0.935,0.508,5,0
869,0.872,0.509,5,0
870,0.553,0.867,5,0
871,0.255,0.132,5,0
872,0.171,1.289,5,0
873,0.261,1.332,5,0
874,0.09,0.176,5,0
875,0.707,0.272,5,0
876,1.007,0.179,5,0
877,0.445,0.985,5,0
878,0.405,0.535,5,0
879,1.057,0.101,5,0
880,0.468,0.414,5,0
881,1.757,0.872,5,0
882,0.763,0.86,5,0
883,0.799,0.625,5,0
884,0.939,0.377,5,0
885,0.261,0.799,5,0
886,0.095,0.098,5,0
887,0.147,0.402,5,0
888,0.157,0.122,5,0
889,0.348,1.025,5,0
890,0.176,1.068,5,0
891,0.293,0.387,5,0
892,0.209,0.284,5,0
893,0.321,0.065,5,0
894,0.54,0.728,5,0
895,0.231,0.177,5,0
896,0.258,0.412,5,0
897,0.697,0.357,5,0
898,0.128,0.297,5,0
899,0.123,0.181,5,0
900,0.359,0.359,5,0
901,0.281,0.086,5,0
902,0.434,0.499,5,0
903,0.101,0.418,5,0
904,0.478,0.205,5,0
905,0.101,0.882,5,0
906,0.4,0.159,5,0
907,0.209,0.648,5,0
908,0.567,0.303,5,0
909,0.477,0.356,5,0
910,0.434,0.485,5,0
911,0.329,0.233,5,0
912,0.031,0.017,5,0
913,0.421,0.127,5,0
914,0.478,0.718,5,0
915,0.005,0.234,5,0
916,0.064,0.086,5,0
917,0.396,0.05,5,0
918,0.298,0.309,5,0
919,0.253,0.014,5,0
920,0.061,0.438,5,0
921,0.025,0.271,5,0
922,0.135,0.598,5,0
923,0.067,0.664,5,0
924,0.19,0.426,5,0
925,0.098,0.153,5,0
926,0.468,0.134,5,0
927,0.211,1.128,5,0
928,0.497,0.099,5,0
929,0.647,0.42,5,0
930,0.638,0.159,5,0
931,0.588,0.069,5,0
932,1.064,0.67,5,0
933,0.418,0.161,5,0
934,0.661,0.009,5,0
935,0.425,0.006,5,0
936,0.257,0.29,5,0
937,0.181,0.529,5,0
938,0.154,0.706,5,0
939,0.644,0.918,5,0
940,0.577,0.183,5,0
941,0.083,0.204,5,0
942,0.075,0.383,5,0
943,0.449,0.703,5,0
944,0.008,0.104,5,0
945,0.281,1.15,5,0
946,0.195,0.271,5,0
947,0.075,0.032,5,0
948,0.472,0.579,5,0
949,0.348,0.15,5,0
950,0.1,0.184,5,0
951,0.335,0.021,5,0
952,0.053,0.266,5,0
953,0.042,0.296,5,0
954,0.263,0.396,5,0
955,0.567,0.315,5,0
956,0.238,0.257,5,0
957,0.215,0.57,5,0
958,0.289,0.414,5,0
959,0.111,0.615,5,0
960,0.221,0.086,5,0
961,0.004,0.073,5,0
962,0.283,0.268,5,0
963,0.662,0.879,5,0
964,0.11,0.389,5,0
965,0.75,0.028,5,0
966,0.518,0.252,5,0
967,0.531,0.038,5,0
968,0.137,0.276,5,0
969,0.903,0.026,5,0
970,1.046,0.107,5,0
971,0.308,0.738,5,0
972,0.178,0.126,5,0
973,0.021,0.097,5,0
974,0.116,0.123,5,0
975,0.01,0.06,5,0
976,0.333,0.41,5,0
977,0.05,0.236,5,0
978,0.393,0.659,5,0
979,0.077,0.377,5,0
980,0.065,0.483,5,0
981,0.025,0.074,5,0
982,0.154,0.491,5,0
983,0.914,0.074,5,0
984,0.4,0.506,5,0
985,0.541,0.061,5,0
986,0.235,0.447,5,0
987,0.872,0.34,5,0
988,0.653,0.212,5,0
989,0.639,0.027,5,0
990,0.467,0.237,5,0
991,0.741,0.173,5,0
992,0.738,0.243,5,0
993,0.586,0.275,5,0
994,0.175,0.399,5,0
995,0.268,0.067,5,0
